date,year,redemption_pct,min_steth_price,min_discount,min_discount_pct,steth_requested,steth_outstanding
2023-06-09,2023,0.0004996341217904946,1821.47110433828,-0.0084737832653319,-0.8473783265331899,3576.9260746544555,7159090.859999998
2023-06-10,2023,0.0010609559468218426,1723.8648827521736,-0.0083223965911751,-0.83223965911751,7600.892499127171,7164192.37
2023-06-11,2023,0.0004886061526122951,1739.011583614816,-0.0060678710347258,-0.60678710347258,3505.387366339639,7174259.57
2023-06-12,2023,0.001103237197942284,1728.6944288336017,-0.0052148343289268,-0.52148343289268,7924.274170265086,7182747.45
2023-06-13,2023,0.00037163471677011486,1728.4987861028444,-0.0048097110135881,-0.48097110135881,2672.0007076588463,7189857.64
2023-06-14,2023,0.0016574139473420214,1641.8593029236283,-0.0034544039187338,-0.34544039187338,11929.562799872803,7197696.64
2023-06-15,2023,0.0021521223050063416,1628.5799225324408,-0.0038566432736716,-0.38566432736716,15529.833586810451,7216055.31
2023-06-16,2023,0.0016256136454645591,1662.6633277289648,-0.0043720650007741,-0.43720650007741,11752.502078290385,7229578.88
2023-06-17,2023,0.0005874517450433738,1713.12275355563,-0.0087324570976641,-0.87324570976641,4254.693869848255,7242627.0
2023-06-18,2023,0.0004573221150875569,1718.0589712005008,-0.0068222458686314,-0.6822245868631399,3316.2706864529,7251498.62
2023-06-19,2023,0.0009206874547803777,1715.6081303880003,-0.0057141463401342,-0.57141463401342,6718.19214878932,7296930.26
2023-06-20,2023,0.0012076000257512664,1720.7002928486977,-0.0084105241477309,-0.84105241477309,8810.146737938512,7295583.43
2023-06-21,2023,0.00239018956267775,1779.1731156413384,-0.0112268350528397,-1.12268350528397,17522.280007554524,7330916.460000002
2023-06-22,2023,0.0008655216420877968,1871.49366580664,-0.0108127390230376,-1.0812739023037599,6377.020543969345,7367834.88
2023-06-23,2023,0.001616489466503025,1868.813516058675,-0.0069099729330718,-0.69099729330718,11935.136680139982,7383368.050000001
2023-06-24,2023,0.00031653320808687464,1871.3105929397416,-0.0034240260337561,-0.34240260337561,2339.0406646812976,7389558.5200000005
2023-06-25,2023,0.0001986192070975809,1866.1393458414432,-0.0074345847842399,-0.7434584784239899,1469.851204337559,7400347.760000001
2023-06-26,2023,0.0008080837703656213,1835.1867241111288,-0.0087359772362518,-0.87359772362518,5997.841881922342,7422302.119999997
2023-06-27,2023,0.00038938032014515826,1848.34276313112,-0.0067945954366622,-0.67945954366622,2892.3036350366324,7427965.630000001
2023-06-28,2023,8.683900764561995e-05,1819.5624576804248,-0.0087910929270877,-0.87910929270877,646.6445836917551,7446475.969999999
2023-06-29,2023,0.0011125882050022436,1818.456287851693,-0.010881333226851,-1.0881333226851,8299.54587298189,7459674.509999999
2023-06-30,2023,0.0007443240018842311,1832.907015866857,-0.0116928898245804,-1.16928898245804,5574.1204702935775,7488836.119999999
2023-07-01,2023,0.0003777410276761421,1896.716187092898,-0.0097319664566968,-0.97319664566968,2840.3422393096457,7519284.460000001
2023-07-02,2023,0.00026977798713998755,1900.8337557402976,-0.0078844079598717,-0.7884407959871701,2032.2960946687167,7533216.91
2023-07-03,2023,0.0012504073789291448,1919.8312190887848,-0.0111471093598013,-1.11471093598013,9430.02062209914,7541558.679999999
2023-07-04,2023,0.0023404422209008817,1932.1490477283007,-0.0094397969086927,-0.9439796908692699,17657.381283916395,7544463.66
2023-07-05,2023,0.0006409754538493301,1899.2898997817424,-0.0034760985871147,-0.34760985871147,4840.092959282861,7551136.21
2023-07-06,2023,0.0001583286921088824,1865.189092443191,-0.0059132580203756,-0.59132580203756,1199.71668717802,7577380.14
2023-07-07,2023,0.0011422362707389129,1832.652515457453,-0.0115591241791312,-1.15591241791312,8686.775967108537,7605060.52
2023-07-08,2023,0.004371673607768288,1830.7970601488407,-0.0131193756551317,-1.31193756551317,33258.71901760502,7607777.250000003
2023-07-09,2023,0.0009289389537030002,1842.6332649574888,-0.0123080083792072,-1.23080083792072,7073.300841499958,7614387.159999998
2023-07-10,2023,0.0001924714694771881,1840.233534669445,-0.008277796736731,-0.8277796736731,1465.3956179267077,7613573.179999999
2023-07-11,2023,0.0013015864868145205,1863.4548333529328,-0.00452686470492,-0.452686470492,9926.984722370782,7626834.500000001
2023-07-12,2023,0.00024282252385179602,1866.761869997952,-0.0040569062688725,-0.40569062688725,1862.974529413045,7672165.249999998
2023-07-13,2023,0.0006083127007726174,1862.574471994269,-0.0093701798259622,-0.93701798259622,4676.730064459651,7688036.2
2023-07-14,2023,0.00021319993022367163,1912.346008789152,-0.0064921861592749,-0.64921861592749,1645.9186795377643,7720071.38
2023-07-15,2023,3.904884104581591e-05,1923.1916924408056,-0.0041072144035668,-0.41072144035668,301.8839387088958,7730932.100000001
2023-07-16,2023,0.0001754366906695461,1916.9212751155155,-0.0064199089841661,-0.6419908984166101,1357.9719391693343,7740524.14
2023-07-17,2023,0.0008028103943985292,1881.8250854394807,-0.0048640866613935,-0.48640866613935,6219.822044434738,7747560.43
2023-07-18,2023,0.0010362627451279843,1884.880116957666,-0.0067416377226287,-0.6741637722628699,8033.279472706256,7752164.699999998
2023-07-19,2023,0.000704968155696564,1888.0301606792823,-0.003201880706788,-0.3201880706788,5468.984545549358,7757775.3
2023-07-20,2023,0.0005208521079706461,1882.4339581433665,-0.0030413186968278,-0.30413186968278,4044.509496739961,7765178.32
2023-07-21,2023,0.0002795434335348408,1885.1916541512203,-0.0037538723888199,-0.37538723888199,2173.301291332646,7774467.33
2023-07-22,2023,0.0005341892091481988,1883.5748431874847,-0.0028445734583093,-0.28445734583093,4154.72214587554,7777622.750000003
2023-07-23,2023,0.000733469109442796,1858.477619942735,-0.0045604851197802,-0.45604851197802,5730.440798355162,7812790.919999999
2023-07-24,2023,0.0010706284185247382,1839.3580748471743,-0.0025336056960535,-0.25336056960535,8373.025622622426,7820664.46
2023-07-25,2023,0.0002566747946877613,1845.3655579810784,-0.0023874676934695,-0.23874676934695,2012.9129831007872,7842269.77
2023-07-26,2023,0.0003218546050940173,1849.137371242318,-0.0031412752842423,-0.31412752842423003,2526.575891739232,7850053.570000003
2023-07-27,2023,5.489085285821598e-05,1854.7563760708856,-0.0019909894284823,-0.19909894284823,432.2449903236093,7874626.9700000025
2023-07-28,2023,0.0007231151366944456,1854.582249520495,-0.0042411182790619,-0.42411182790618995,5711.183408826623,7898027.74
2023-07-29,2023,0.0003047826939153331,1867.817076946222,-0.0030921776839824,-0.30921776839824,2411.5720538861547,7912431.06
2023-07-30,2023,0.0013515947999025548,1855.959546719578,-0.0044165419679905,-0.44165419679905,10708.242911783129,7922672.47
2023-07-31,2023,0.003615795047100239,1851.5238137634224,-0.0038863183408034,-0.38863183408034,28739.72713807129,7948383.900000002
2023-08-01,2023,0.0017650968200795339,1819.7478582706367,-0.0073088027180527,-0.73088027180527,14036.431562506892,7952216.220000001
2023-08-02,2023,0.0018977581437530405,1824.227720725084,-0.0049510921060379,-0.49510921060379,15101.22456248222,7957402.06
2023-08-03,2023,0.002216543123722368,1823.7251806973425,-0.0072586971825432,-0.72586971825432,17643.5127904984,7959923.089999998
2023-08-04,2023,0.00016969563706864104,1817.440669975227,-0.0059787870137731,-0.59787870137731,1356.091705695498,7991317.45
2023-08-05,2023,0.00044559593998863903,1820.06200886803,-0.0045939416409039,-0.45939416409039,3557.459394472505,7983599.209999998
2023-08-06,2023,0.0017056501689664025,1822.2050454440875,-0.0037817719079069,-0.37817719079069,13621.56890343663,7986144.610000003
